,hours_machine,idle_percentage,operating_percentage,total_fuel,gal_hour,shovel,performance,coal_prod,waste_prod,haul_truck_15.0m3,haul_truck_24.0m3,haul_truck_25.0m3,haul_truck_27.0m3,truck_trips_15.0m3,truck_trips_24.0m3,truck_trips_25.0m3,truck_trips_27.0m3,rainfall_mm
924,8.965,14.70796546,78.94446829,77.069721585,7.630229208,Sany 320-2,279.2,68.85,8217.6,6,0,0,2,95.6,57,0,71.3,1.7
925,16.419,13.1650105,89.63071958,166.863877846,14.3591,Hidromek 390-4,95.6,411.217,15436.0,6,1,1,6,457.0,96,68,144.7,0.4
926,9.404,9.74685052,89.29127874,64.322057857,2.155493282,Sany 320-2,177.6,194.701,7876.2,6,2,0,3,457.0,66,0,31.0,55.3
927,11.467,15.62518104,75.86941457,89.465371227,3.960023866,Sany 320-2,250.1,199.564,8384.8,9,0,1,3,56.0,98,21,35.5,34.2
928,11.755,7.65113882,18.0,75.558863871,6.608877699,XCMG 336-3,215.2,68.85,3411.5,7,2,1,2,56.0,49,0,64.8,0.0
929,19.912,6.07536212,80.86255751,18.177826848,9.086973684,Hidromek 390-9,199.2,412.679,15436.0,9,0,1,5,457.0,1,54,243.3,0.4
930,11.792,22.76368544,79.02046339,219.980632469,13.407492772,Hidromek 390-4,62.9,483.97,4408.0,6,0,1,6,457.0,12,57,171.9,3.2
931,10.888,8.37947561,96.04013617,64.191818385,11.325607468,LiuGong 360-13,202.2,105.558,5455.8,9,1,1,3,103.2,98,29,138.9,2.5
932,13.018,8.39423158,87.39840727,183.045008316,5.083658772,Hidromek 390-4,177.0,263.846,9487.4,9,0,1,4,390.1,63,0,272.5,0.5
933,7.666,17.35680751,82.64319249,75.90884717,9.902015023,LiuGong 349-6,300.3,210.375,8466.0,9,2,1,4,217.0,41,33,126.0,14.4
934,12.699,27.17980421,95.59568225,196.499228544,6.018715808,Hidromek 390-4,364.2,279.973,14836.6,5,0,1,5,106.7,72,38,166.5,1.4
935,11.101,12.2624509,91.55296009,73.19852843,13.226387875,Sany 320-1,227.9,88.297,7700.1,7,2,1,4,56.0,14,55,31.0,0.0
936,22.148,13.42010971,94.886316,163.384169479,11.282607529,Hidromek 390-4,195.9,543.971,12838.3,11,1,1,5,317.7,75,55,242.8,0.0
937,9.053,9.0,91.0,99.75,11.0185,LiuGong 349-6,199.2,242.25,4867.0,5,1,1,1,150.0,34,31,38.0,1.2
938,19.4,11.3,88.7,178.9,9.2,Hidromek 390-9,189.9,427.125,13102.0,9,0,1,5,333.0,0,64,241.0,0.0
939,10.033,37.33165358,81.57191517,131.839171362,1.566409985,Sany 320-1,225.7,115.788,3235.0,7,2,1,3,61.6,38,28,106.2,7.3
940,11.124,33.29594312,87.57603614,101.412741629,6.408222884,Hidromek 390-9,181.3,500.87,14220.5,5,1,1,4,290.9,82,30,113.8,25.1
941,8.867,19.97738758,81.98618106,108.542365911,11.865086241,LiuGong 349-6,213.0,190.891,9977.8,7,0,1,4,366.5,15,40,256.1,4.2
942,13.9,9.4,90.6,122.7,8.7,Hidromek 390-4,114.2,255.0,6973.0,8,1,1,6,169.0,28,7,133.0,0.0
943,12.389,13.85714043,95.17507893,219.937193344,14.353027295,Sany 320-2,128.0,289.978,15436.0,11,0,1,4,457.0,6,45,157.8,0.4
944,14.899,8.97033586,80.98121315,223.18038964,14.3591,Hidromek 390-4,121.8,545.7,10016.9,11,1,1,5,457.0,0,68,220.7,45.1
945,8.495,17.7919236,66.07727699,43.175127805,7.741971244,Sany 320-2,200.1,218.103,3162.0,9,2,1,3,86.7,64,3,80.6,0.8
946,15.711,15.36190587,81.18983266,195.130220357,12.761826937,Hidromek 390-4,331.8,312.94,15436.0,8,1,1,6,457.0,1,50,186.5,0.6
947,22.148,17.44585477,95.61927296,194.737336395,11.024769153,LiuGong 349-6,65.5,489.742,15436.0,7,0,1,5,457.0,37,58,280.0,0.0
948,7.8,11.5,88.5,62.9,7.9,Hidromek 390-9,189.9,372.861,5470.0,7,2,1,3,100.0,43,16,94.0,0.2
949,10.314,29.0279608,91.29413007,99.420021532,6.116026693,LiuGong 349-6,333.3,128.659,5875.3,7,2,0,3,91.0,91,37,31.0,2.6
950,22.148,6.76522493,91.10475927,232.46,7.005983983,Hidromek 390-4,223.5,376.072,15436.0,8,0,1,5,457.0,43,47,265.6,1.0
951,8.064,14.82633193,89.77532895,88.786855229,14.3591,XCMG 336-3,211.0,183.112,9685.1,5,1,1,6,195.5,5,30,31.0,2.7
952,13.124,15.3732486,68.97764213,128.204096297,3.195099664,Hidromek 390-4,232.6,256.145,8762.2,8,0,1,5,114.0,59,49,120.3,37.0
953,12.961,16.45704997,86.83544246,89.117711864,7.888682762,Sany 320-1,188.5,68.85,9573.8,6,2,1,4,322.6,98,36,135.5,2.8
954,20.635,38.42134902,92.91371167,102.919344894,10.991684321,Sany 320-2,214.7,450.949,7061.0,7,1,1,4,349.4,11,42,280.0,2.2
955,10.52,22.39050456,92.28596931,0.8,12.997373817,XCMG 336-8,184.0,411.033,12634.2,9,0,1,4,239.0,3,26,31.0,2.8
956,11.604,24.99988149,88.64755278,103.953616632,5.053528902,XCMG 336-3,195.2,97.606,5309.9,5,2,0,3,56.0,60,0,31.0,7.7
957,19.252,8.0,92.0,83.9998,4.3632,Sany 320-1,202.5,255.0,6973.0,8,1,1,6,169.0,28,7,133.0,0.0
958,10.093,10.53138319,92.76077487,75.630702444,6.123808887,Sany 320-2,272.7,68.85,8699.3,9,1,0,1,56.0,59,18,140.7,20.6
959,17.036,15.11333519,96.54647131,72.890360538,10.930671014,LiuGong 349-6,276.4,349.026,10052.6,11,1,1,1,198.9,42,46,31.0,1.9
960,11.481,3.00664052,84.9942809,52.798217243,3.228318709,LiuGong 349-6,199.8,228.807,7032.3,10,2,1,3,135.1,95,22,31.0,2.5
961,9.824,6.08577965,98.03879926,0.8,8.935082922,Hidromek 390-4,245.5,113.844,6359.6,11,1,0,5,168.5,10,10,41.1,13.2
962,9.712,3.49014404,89.25636082,5.436800653,12.320773688,Hidromek 390-4,183.6,225.51,9631.7,6,0,0,3,155.1,98,35,31.0,11.0
963,9.823,27.72293264,84.58834621,33.538706998,11.594281772,Hidromek 390-4,197.8,149.818,9122.7,9,2,0,3,116.0,59,4,92.7,0.3
964,16.799,23.47278275,85.77558238,43.713346842,11.943819904,LiuGong 349-6,240.7,275.651,5026.8,4,1,1,3,191.2,89,57,33.6,6.5
965,11.375,19.35663573,92.8937546,120.640229886,6.618569213,Hidromek 390-9,206.8,106.097,8083.8,10,3,1,4,101.9,44,35,31.0,2.2
966,16.874,18.27471154,84.64307142,28.667018778,5.900059715,Hidromek 390-4,77.3,316.899,4864.8,9,1,1,5,331.9,38,32,31.0,2.7
967,3.214,2.57106933,49.21459734,110.252489562,3.672211874,JCB 390-10,214.8,68.85,6666.2,10,2,1,2,56.0,64,13,112.2,51.9
968,13.455,12.77907598,91.72770995,59.166673449,7.203156733,Sany 320-1,339.9,68.85,8931.2,10,1,1,6,269.1,26,38,31.0,1.6
969,15.415,13.62646113,90.57179572,231.128444711,9.773331751,XCMG 336-8,137.4,154.482,15436.0,8,1,1,6,457.0,68,55,180.1,0.0
970,10.043,17.27714445,89.87604748,122.799003341,6.544834564,Sany 320-1,212.3,197.255,6659.4,6,3,1,1,56.0,55,11,37.8,51.6
971,10.789,9.04355145,91.49761818,109.338569208,3.554691141,Sany 320-1,121.3,93.44,8862.3,10,1,1,3,56.0,98,0,129.1,10.4
972,18.888,17.35680751,82.64319249,187.0292598,9.902015023,LiuGong 349-6,257.1,410.55,12355.0,8,0,1,5,318.0,0,55,230.0,0.0
973,10.777,6.38822604,78.72795436,53.110205613,9.077631284,Sany 320-1,205.5,68.85,8596.7,6,1,1,4,56.3,72,8,136.8,0.5
974,9.603,4.89322011,69.99238088,109.876495838,10.494307494,XCMG 336-3,177.1,337.246,15436.0,11,1,1,2,411.6,19,28,145.8,2.2
975,16.185,7.39767912,77.29550039,14.810847538,8.739157249,Hidromek 390-9,195.8,291.302,15436.0,9,0,1,5,431.4,55,35,95.5,0.2
976,18.562,12.89389597,90.59730353,228.280048638,14.3591,Hidromek 390-9,175.5,386.012,15370.0,6,1,1,5,362.4,35,17,92.7,0.0
977,9.325,11.06318824,85.46618723,232.46,12.031523537,LiuGong 349-6,154.2,160.907,15175.5,4,2,1,4,267.0,28,41,41.8,1.0
978,17.769,12.67343176,77.47667032,117.226206191,14.3591,Hidromek 390-4,257.5,365.912,15436.0,7,1,1,6,457.0,13,68,220.0,0.9
979,17.8,7.9,92.1,162.4,9.1,Hidromek 390-4,94.5,181.05,9164.0,6,0,1,6,189.0,0,35,202.0,1.0
980,11.227,11.55294961,96.84915578,100.667814084,11.741963851,XCMG 336-3,203.6,68.85,7034.6,7,1,1,3,131.3,98,12,31.0,12.4
981,8.951,8.0,92.0,97.75,10.9206,LiuGong 349-6,126.1,261.375,5125.0,6,1,1,2,130.0,42,37,46.0,6.0
982,9.163,13.35615321,89.26921295,198.219009707,11.592676476,JCB 390-10,389.2,68.85,9416.6,9,1,1,4,457.0,43,40,66.6,12.6
983,15.173,19.37718696,89.12067604,0.8,9.029808562,LiuGong 349-6,91.2,545.7,12137.8,5,1,1,1,359.9,65,44,59.5,1.7
984,19.748,12.91903878,90.60631532,208.766689778,10.544538663,Hidromek 390-4,332.7,407.543,15436.0,8,0,1,6,426.9,8,16,192.4,0.0
985,16.837,19.53758686,91.6879664,37.472606478,11.016121707,LiuGong 360-13,200.5,257.341,7956.9,10,1,1,6,56.0,85,25,109.9,39.3
986,1.288,21.91341991,78.08658009,4.133591224,3.209309957,Sany 320-2,113.7,410.55,12355.0,8,0,1,5,318.0,0,55,230.0,0.0
987,15.514,7.69728359,88.99217132,191.953259672,12.348844533,LiuGong 349-6,265.1,373.053,15436.0,9,1,1,4,297.6,0,64,229.0,0.0
988,8.332,20.71228897,85.66674586,97.514331517,5.39275632,XCMG 336-3,456.3,229.909,10719.2,5,2,1,2,75.8,98,22,66.3,1.9
989,8.291,10.10231878,85.45638692,68.044824911,4.350896179,Sany 320-1,228.3,129.788,9901.5,10,3,0,3,145.1,98,0,46.2,0.0
990,13.9,14.6027894,96.50528574,100.698848296,12.023694441,Hidromek 390-4,174.7,397.033,11732.2,9,1,1,6,304.3,49,41,210.2,1.5
991,7.457,11.93915634,86.62130685,43.08902875,4.215943014,LiuGong 349-6,85.5,414.356,10293.6,8,1,1,4,457.0,41,53,215.7,3.0
992,22.148,18.47753277,84.11397273,186.518227884,8.408341377,Sany 320-2,200.5,527.096,15436.0,9,0,1,5,457.0,5,42,212.8,1.9
993,10.375,9.87766109,76.874359,68.084429296,6.213136502,XCMG 336-3,120.1,178.968,9117.6,6,1,1,1,214.9,98,36,208.4,1.4
994,12.386,0.7315346,78.15754435,63.156292347,8.837458828,Hidromek 390-9,281.5,235.254,4426.7,9,1,1,1,56.0,55,6,164.6,34.7
995,13.005,0.0,79.45723357,0.8,4.556259953,Sany 320-2,191.6,89.996,10257.3,4,1,1,5,402.5,19,68,77.9,0.0
996,16.423,30.92161449,77.0426223,181.132345052,14.3591,LiuGong 349-6,95.5,257.416,15436.0,9,3,1,4,392.0,9,55,45.0,0.0
997,1.685,56.0,44.0,2.9999,1.7804,Sany 320-2,113.7,267.75,6004.0,7,1,1,4,130.0,34,28,94.0,1.7
998,9.28,23.79815479,91.30371003,124.974755081,13.091244164,Sany 320-2,206.7,302.557,9779.8,9,0,1,5,374.7,10,38,276.7,0.0
999,22.148,10.62443824,91.24137733,85.821546045,8.973111598,Hidromek 390-4,280.7,68.85,10191.1,4,1,1,6,337.7,84,3,31.0,14.4
1000,10.577,0.0,100.0,121.398875824,9.299756581,JCB 390-10,203.5,68.85,10258.1,10,3,1,4,56.0,66,21,91.6,8.7
1001,11.355,14.95505171,95.05852267,104.010540102,11.278484143,Hidromek 390-4,225.2,149.327,10232.1,6,1,1,4,57.6,97,36,31.0,9.7
1002,13.557,9.99157839,84.51306234,196.591228505,11.495591995,Sany 320-2,183.0,138.772,10990.4,5,3,1,1,185.8,47,10,151.3,1.6
1003,12.21,10.9680879,84.01596973,30.524823647,8.017434786,JCB 390-10,188.4,71.943,7692.3,7,3,1,4,457.0,98,27,69.2,4.5
1004,5.551,2.77912753,92.82243738,191.108687486,7.706568503,LiuGong 349-6,235.8,68.85,6097.4,5,0,1,5,290.6,23,34,44.1,0.6
1005,9.164,21.36637818,96.9864664,0.8,14.3591,Hidromek 390-4,45.1,321.276,14567.8,7,0,1,5,388.7,2,58,196.0,0.0
1006,9.715,24.03082518,77.07469454,176.906823952,11.828381698,XCMG 336-3,47.8,371.943,15436.0,8,1,1,4,240.3,0,66,93.2,0.9
1007,10.636,15.96846377,94.23291463,61.6933906,4.401349405,XCMG 336-3,182.9,69.961,8433.5,6,2,1,2,57.0,55,11,42.4,0.0
1008,8.691,10.0,90.0,94.3749,10.8589,LiuGong 349-6,180.8,293.25,5445.0,8,2,1,2,115.0,63,30,54.0,4.3
1009,22.148,24.82809295,88.1841335,232.46,12.340281614,Hidromek 390-9,266.3,393.11,12823.8,7,1,1,6,445.0,10,26,84.3,2.3
1010,12.14,15.84038292,87.05658089,74.023545584,10.021618126,Sany 320-1,221.3,99.073,15436.0,11,0,1,6,447.0,0,30,31.0,0.8
1011,11.791,15.01787483,90.99688333,80.87319521,5.149473133,Sany 320-2,299.1,261.804,5180.2,5,0,1,2,75.0,8,20,31.0,2.1
1012,11.762,25.2440242,62.17977587,80.58803661,4.145073891,JCB 390-10,181.4,153.372,10488.9,6,3,1,3,86.6,69,42,72.3,3.1
1013,22.148,6.92269987,97.38417497,232.46,11.410367074,LiuGong 349-6,79.4,288.294,9743.1,9,0,1,6,240.3,0,47,138.7,2.0
1014,22.148,22.97126038,88.59717739,232.46,4.951987821,Hidromek 390-4,176.7,316.284,15436.0,8,1,1,5,457.0,0,66,158.5,0.0
1015,10.891,16.66953853,85.67139652,64.191613171,11.219482553,XCMG 336-8,224.1,154.263,8593.1,10,1,1,6,124.2,50,31,31.0,0.0
1016,8.801,14.04226094,71.68310504,52.80303196,5.558134735,Hidromek 390-9,223.8,253.425,5178.2,10,1,0,1,145.6,55,38,133.0,0.0
1017,5.827,21.9699934,77.026561,0.8,2.211056564,XCMG 336-3,209.7,207.303,4747.8,7,2,0,3,56.0,54,21,90.2,2.0
1018,10.684,18.17091676,62.96449037,87.442843399,5.703911037,Sany 320-1,279.5,81.71,9047.8,6,1,1,2,207.7,55,11,31.0,1.6
1019,4.911,16.59848815,73.8454522,53.468479468,9.539158603,LiuGong 349-6,145.3,93.686,13609.6,9,1,1,4,457.0,87,50,83.5,20.0
1020,12.12,6.78841436,90.79671944,87.273635821,12.389505191,LiuGong 360-13,197.8,371.492,11078.1,9,2,1,6,264.2,10,65,31.5,0.0
1021,11.054,7.4652855,89.59081161,36.283864317,5.725659852,Sany 320-2,319.0,68.85,5015.5,9,2,1,3,140.0,98,23,55.5,0.5
1022,11.902,14.7525666,99.15233651,61.449289739,12.915069491,JCB 390-10,438.8,68.85,4355.9,10,2,1,3,56.0,62,32,31.0,0.6
1023,19.401,23.56713879,89.20972515,75.783180311,7.558178455,XCMG 336-3,250.7,303.718,13770.1,6,1,1,6,113.0,98,5,141.7,2.7
1024,11.312,7.66240276,73.38821815,205.040556977,12.180987757,Hidromek 390-4,210.5,68.85,15378.8,7,2,1,1,133.3,52,23,62.8,2.1
1025,9.949,33.14549324,91.61488414,70.609679422,8.86219208,JCB 390-10,271.0,68.85,8083.9,6,0,1,3,196.5,98,16,63.3,19.2
1026,11.774,27.94634771,90.48064752,92.827819679,9.070666158,Sany 320-1,286.3,154.903,5116.6,9,1,1,4,56.4,98,28,127.9,51.7
1027,9.989,25.11358253,89.09788894,115.851939207,5.236429057,Hidromek 390-4,197.9,164.79,3162.0,7,2,1,3,97.8,60,0,145.1,56.0
1028,10.771,7.9284099,90.87378632,0.8,4.007980455,LiuGong 349-6,177.3,68.85,6725.5,7,3,1,3,206.5,64,24,49.1,0.7
1029,6.599,30.23355471,73.44519319,75.198577234,9.4773887,XCMG 336-3,202.2,89.81,7716.8,6,2,1,2,63.6,22,16,43.6,4.2
1030,16.905,9.85784886,75.51163608,193.894162456,10.963466789,Hidromek 390-9,120.6,337.917,15403.9,11,1,1,5,457.0,0,68,154.8,0.0
1031,14.819,9.37423762,92.2573654,196.867224494,14.3591,Hidromek 390-9,392.0,68.85,15436.0,11,0,1,5,384.4,3,60,260.9,0.0
1032,10.89,30.98918955,75.59574471,130.407273319,2.652438753,Hidromek 390-4,175.0,185.718,13481.8,7,2,1,5,127.2,87,34,100.9,3.3
1033,9.533,18.17451071,91.08202757,90.46071589,2.25941196,Hidromek 390-9,195.4,95.041,9360.7,10,1,1,2,335.8,10,46,106.6,34.0
1034,10.515,19.00122441,24.52773612,59.351256677,5.649697469,XCMG 336-3,228.3,540.43,3222.7,9,0,1,2,411.0,51,47,176.0,0.0
1035,9.46,8.0,92.0,105.7499,11.1786,LiuGong 349-6,146.1,153.0,7494.0,6,3,1,4,131.0,83,27,106.0,1.2
1036,10.884,19.96701297,82.45452565,89.681508233,7.833941805,XCMG 336-3,95.9,169.055,7385.9,6,2,1,4,79.9,57,2,140.6,1.9
1037,11.346,26.14275017,83.21782089,85.903790784,3.940237939,XCMG 336-3,178.9,103.327,9908.7,5,2,1,4,63.7,33,54,84.8,4.6
1038,8.165,4.3330293,87.39405594,73.45557758,10.881238202,Hidromek 390-4,257.8,166.746,14158.4,11,1,0,5,410.6,12,9,181.6,1.3
1039,7.613,30.94117284,91.0586614,108.55190929,9.477136781,JCB 390-10,197.2,68.85,4902.0,7,0,1,4,213.6,96,45,31.0,3.4
1040,12.866,19.09889252,91.28453015,33.656647644,9.721157302,XCMG 336-8,139.7,303.832,13921.1,8,0,1,5,394.1,9,11,248.8,0.1
1041,10.779,6.30520766,86.40528952,219.999121264,10.931438128,LiuGong 349-6,297.1,293.702,8108.8,6,0,1,4,438.0,0,29,195.1,0.0
1042,10.01,15.60563223,84.86312778,12.659331807,8.692848865,JCB 360-14,212.5,147.029,9597.1,10,1,1,6,139.6,63,48,37.4,1.4
1043,11.498,6.56753234,92.55190772,71.809226608,14.3591,Hidromek 390-9,198.6,365.454,15436.0,11,1,1,6,457.0,14,55,181.5,3.3
1044,22.148,17.79494648,84.69413172,64.585216133,2.220248605,LiuGong 349-6,177.4,256.295,13518.3,9,0,1,5,427.0,22,47,50.3,2.9
1045,9.069,19.02370389,86.67564342,103.863766334,10.371984994,Sany 320-1,99.5,231.671,5769.2,4,1,1,4,113.9,98,22,255.2,0.0
1046,7.132,18.13422951,88.72508118,177.207123728,4.418531701,XCMG 336-3,282.5,301.661,9834.3,6,2,1,2,230.1,54,41,31.0,6.5
1047,17.825,33.24296786,98.02095774,167.702932994,10.924033082,LiuGong 349-6,99.0,68.85,10229.2,6,0,1,4,304.4,18,46,150.6,2.0
1048,10.71,19.80877054,69.43661229,100.389960052,4.733379759,Sany 320-2,297.0,418.592,15436.0,5,0,1,4,193.6,76,40,224.2,0.1
1049,18.764,14.87641482,85.61210479,223.120081973,3.310432393,XCMG 336-3,169.6,378.524,10717.0,9,0,1,1,334.5,98,31,133.2,0.4
1050,9.838,82.0,89.9762201,202.988366995,13.517797616,Hidromek 390-4,126.1,502.318,9389.0,11,1,1,6,156.7,64,27,86.0,2.3
1051,18.783,11.72599598,76.59932862,186.807328054,8.830213147,Hidromek 390-4,132.3,189.495,14191.0,8,0,1,4,202.7,27,19,91.5,3.6
1052,16.808,38.38508404,73.89324279,36.232916676,14.3591,LiuGong 349-6,190.1,350.857,11526.7,8,1,1,6,457.0,41,38,148.9,1.6
1053,15.797,11.71487146,94.40882401,70.517871023,13.094637787,Sany 320-1,221.3,188.385,8854.9,8,3,1,5,120.0,61,28,31.0,0.0
1054,9.101,22.0,78.0,28.7501,3.159,Sany 320-2,113.7,167.11,5891.0,5,2,1,3,113.0,72,35,59.0,1.7
1055,22.148,7.76776856,84.6136393,173.861288722,10.591694542,Hidromek 390-9,352.1,411.734,15436.0,8,0,1,5,297.9,1,64,219.2,0.0
1056,12.318,9.60653491,99.68100328,20.622981596,5.011097079,Sany 320-1,168.5,174.78,6719.8,6,3,0,4,97.6,96,29,85.7,0.0
1057,9.19,15.58405459,92.02127521,124.137238929,1.2,JCB 390-10,206.2,68.85,4849.5,7,2,1,2,56.0,37,8,31.0,29.4
1058,9.216,15.0,85.0,39.0,4.2318,Sany 320-2,113.7,267.75,4495.0,6,0,1,5,56.0,0,22,115.0,6.0
1059,20.44,9.87500488,85.52482042,90.514968311,12.432145465,XCMG 336-3,221.5,126.411,15436.0,9,0,1,2,386.7,8,68,181.9,0.0
1060,14.401,16.5089809,87.5628097,232.46,4.547711254,Sany 320-2,205.8,455.38,6234.1,8,2,1,4,168.2,62,16,105.6,27.8
1061,7.697,17.79090733,88.57564681,232.46,11.837874353,LiuGong 349-6,404.0,451.704,15436.0,9,1,1,5,457.0,85,18,81.1,2.2
1062,5.09,20.07516268,90.98202691,27.566842367,10.219301919,Sany 320-1,204.0,158.369,10937.5,10,0,1,1,255.1,79,18,39.5,0.0
1063,10.579,10.70194279,95.08622789,26.587940579,7.40996053,Hidromek 390-4,192.3,350.23,9206.2,6,0,1,6,149.8,47,25,67.8,16.7
1064,21.11,30.29026548,95.50664618,189.286419511,5.047989455,Hidromek 390-4,95.6,295.252,10659.5,10,1,1,6,393.4,0,40,194.5,2.3
1065,9.941,6.34405867,92.72701596,72.718041915,3.516198326,Hidromek 390-4,213.3,68.85,9199.4,6,0,1,2,122.5,31,9,31.0,3.6
1066,9.003,23.13421369,88.08538979,97.554890329,1.537112632,Hidromek 390-9,203.4,91.362,8337.2,8,1,1,1,232.3,7,41,156.6,0.0
1067,10.987,6.32482809,82.22372051,82.191802446,8.657875112,Sany 320-1,267.3,76.883,6277.9,9,2,1,4,250.1,84,22,34.2,55.8
1068,11.874,43.87629663,90.15725179,71.559840064,4.830469973,XCMG 336-3,147.0,68.85,4930.6,9,2,1,2,56.0,63,12,68.8,0.0
1069,21.471,12.00275421,74.93373368,53.23934898,10.143335084,Hidromek 390-4,228.7,246.634,11045.2,6,1,1,5,178.9,34,21,154.3,8.2
1070,14.762,9.55078036,91.89457509,232.46,6.961190876,Hidromek 390-9,163.1,284.646,15436.0,9,0,1,5,457.0,0,35,185.6,0.2
1071,9.4,5.3,94.7,91.6,9.6,Hidromek 390-9,192.4,232.05,5692.0,9,0,1,4,183.0,0,25,86.0,3.3
1072,10.697,7.03968004,96.17911954,0.8,5.403608613,LiuGong 349-6,205.1,90.055,3890.5,7,2,0,3,56.0,60,0,31.0,0.9
1073,8.377,1.04388896,84.86274015,67.297935678,6.248504819,Hidromek 390-4,216.6,68.85,8957.1,7,2,1,2,56.0,96,10,38.9,28.4
1074,7.483,16.99539994,98.66584322,42.259323723,9.162095578,JCB 390-10,196.7,100.854,6092.5,10,3,0,3,56.0,73,18,31.0,0.0
1075,10.585,25.37304628,90.72306574,99.300573126,10.464092982,Hidromek 390-4,236.3,539.731,15436.0,6,0,1,5,386.4,3,38,84.3,0.0
1076,10.218,8.03730091,79.27430545,64.002939424,5.744586905,Sany 320-2,215.3,169.66,14908.6,6,1,1,2,418.1,6,60,31.0,0.0
1077,7.962,19.4767702,90.4197307,91.376243919,5.814687539,Hidromek 390-4,129.1,167.696,6535.9,6,0,1,2,216.9,98,44,31.0,3.7
1078,21.657,26.543908,83.34014798,96.67887311,9.845158673,Sany 320-1,150.2,273.375,10663.1,9,0,1,1,457.0,0,10,31.0,3.8
1079,20.289,5.97530805,85.65122226,121.396359954,10.634824842,Hidromek 390-9,233.4,275.479,15436.0,6,0,1,4,457.0,83,52,182.0,0.5
1080,11.804,16.50840815,83.25456582,72.666127614,10.39727296,Hidromek 390-4,189.8,124.926,15153.1,7,3,1,2,56.0,98,11,31.0,2.5
1081,9.555,12.7880324,69.06667931,232.46,9.891836378,LiuGong 349-6,151.0,481.825,10316.7,8,1,1,2,457.0,13,19,31.0,0.0
1082,7.058,19.61763409,88.07399376,74.583754348,9.045685872,Hidromek 390-4,125.0,132.432,6780.5,6,2,0,3,56.0,98,36,62.4,3.1
1083,8.334,9.31753411,84.07954686,120.79259341,10.778629908,Sany 320-1,195.2,133.524,7079.0,6,0,1,6,430.9,3,40,31.0,57.0
1084,22.148,22.7881027,97.03985556,47.405360193,14.3591,LiuGong 349-6,126.8,374.013,15436.0,7,1,1,5,452.8,53,58,63.0,20.7
1085,11.342,12.82405728,84.11674514,0.8,3.916128277,Sany 320-2,199.5,264.396,8297.4,7,3,1,3,95.5,95,44,64.7,0.0
1086,8.617,7.1759556,81.020143,42.973747933,12.337587389,Hidromek 390-4,369.4,157.813,14365.1,11,0,1,5,236.7,61,43,91.8,0.0
1087,9.176,15.93602396,88.32810488,149.907234071,9.059277103,JCB 390-10,152.8,184.238,14862.8,7,2,1,4,318.6,21,36,104.1,0.0
1088,11.71,17.81621804,96.05607062,70.285327907,9.685159772,Sany 320-2,228.2,92.705,10195.4,6,1,0,4,56.0,52,29,52.0,2.2
1089,14.573,15.44799023,70.72317418,55.552779742,11.930742842,LiuGong 349-6,420.9,436.787,10453.0,7,1,1,5,457.0,0,60,247.6,0.0
1090,6.591,8.21314757,77.438071,17.406062923,8.674407265,JCB 390-10,279.7,138.021,9318.9,10,0,1,2,109.3,58,48,31.0,7.1
1091,17.289,11.89664841,83.30687277,111.056627765,10.868100102,LiuGong 349-6,227.6,545.7,12964.7,7,0,1,5,413.3,0,40,131.5,0.0
1092,15.565,14.48720586,83.07447335,27.711723225,11.74637151,LiuGong 349-6,128.7,313.664,9190.4,4,0,1,1,119.5,47,14,173.9,4.0
1093,9.813,19.1466081,96.77790776,35.13486081,5.935402221,JCB 390-10,212.5,68.85,5491.1,5,2,0,3,56.0,88,36,94.8,49.8
1094,16.051,4.98654572,81.96856882,12.487564766,11.807097082,Sany 320-1,201.8,296.711,15436.0,6,0,1,2,292.5,0,24,31.0,0.0
1095,11.603,3.93326276,79.66269937,35.044222713,5.051166172,JCB 390-10,214.4,89.715,7005.6,7,2,1,2,56.0,98,10,63.9,8.8
1096,9.482,28.62089101,74.68520557,62.818638671,11.97951349,LiuGong 349-6,118.6,288.203,13863.2,5,1,1,6,120.0,35,41,41.1,34.1
1097,15.582,2.93480854,93.49462438,79.1515942,11.728211521,LiuGong 349-6,218.9,425.555,14220.5,10,1,1,4,215.6,89,33,116.7,23.6
1098,6.314,23.85554436,90.26030984,223.474239565,12.777854936,Sany 320-1,214.3,104.06,7763.0,9,1,0,5,457.0,98,47,31.0,58.7
1099,15.767,11.81307101,91.90273837,79.894386124,10.149013947,Sany 320-2,186.0,173.589,8221.1,9,3,1,3,204.3,98,42,138.9,1.1
1100,18.861,14.0,86.0,222.8748,11.8167,LiuGong 349-6,185.9,205.275,7631.0,9,3,1,3,190.0,98,14,77.0,1.0
1101,9.542,26.58030353,94.37669878,64.061948117,12.549666337,Sany 320-2,223.4,68.85,9706.3,7,2,1,2,108.6,41,14,107.8,45.0
1102,11.972,2.5437353,88.03271402,66.276225159,5.260532131,LiuGong 349-6,198.6,300.129,5907.7,10,1,1,4,181.0,54,31,31.0,2.1
1103,18.441,6.28275355,43.29290893,165.658494712,6.846923954,LiuGong 349-6,47.8,543.948,15436.0,8,0,1,6,423.3,27,8,199.4,0.0
1104,10.492,33.11080207,75.9263559,123.713725245,9.001204511,LiuGong 360-13,402.8,431.037,15436.0,5,0,0,2,457.0,12,37,203.9,43.4
1105,6.461,9.0,91.0,52.375,8.1063,XCMG 336-3,157.5,372.861,5470.0,7,2,1,3,100.0,43,16,94.0,0.2
